rc_index_no,rc_book,rc_continent,rc_patria_original,rc_patria,rc_list_number_original,rc_list_number,weber_list_no,pp_page,schnetz_page,rc_toponym,weber_look_up_key,weber_no,tp_name_weber,tp_alt_name_weber,talbert_gridsquare,talbert_id,rc_name_weber,rc_name,rc_uri,rc_page,rc_itinerary,rc_itin_no,ku_id,on_tp,pleiades_id,ku_gridsquare,ku_name_lookup,talbert_name_lookup,pleiades_name_lookup,ku_uri_lookup,talbert_uri_lookup,pleiades_uri_lookup,rep_lat,rep_long,ku_x,ku_y,region_id,region,primary_source,other_sources
356,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Patransana,10 Patransana,1440,Patansana,Paтanſana. xxvı.,R. Talbert: * 10B4 ,2600,II10 Patransana,Patransana,"<a href=""sources.html?pars=2&amp;typ=rc#c10""",2,c10,10,1732,TRUE,874805,,,,Zoaranda,,,https://pleiades.stoa.org/places/874805,38.44243,42.592013,0.530317693,-0.012096717,2.10,Media Minor,Castorius (Roman),-
357,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Dizanas,10 Dizanas,,,,,2599,,,,,,,1729,TRUE,874450, 10B4,Dyzanas,Dyzanas,Dauduana/Dyzanas,https://tp-online.ku.de/trefferanzeige_en.php?id=1729,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2599.html,https://pleiades.stoa.org/places/874450,38.477152,42.297672,0.528629206,-0.011571035,2.10,Media Minor,Castorius (Roman),-
358,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Dimiza,10 Dimiza,726,Cymiza,Cymıђa. xxıı.,R. Talbert: * 10B4 ,2598,II10 Dimiza,Dimiza,"<a href=""sources.html?pars=2&amp;typ=rc#c10""",2,c10,10,1728,TRUE,874438, 10B4,Cymiza,Cymiza,Cymiza/*Balaleisa/Balouos,https://tp-online.ku.de/trefferanzeige_en.php?id=1728,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2598.html,https://pleiades.stoa.org/places/874438,38.401539,42.1077032,0.526569374,-0.011152844,2.10,Media Minor,Castorius (Roman),-
359,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Zancerion,10 Zancerion,2059,Zanserio,Zanſerıo. xx.,R. Talbert: * 10B3 ,2597,II10 Zancerion,Zancerion,"<a href=""sources.html?pars=2&amp;typ=rc#c10""",2,c10,10,1727,TRUE,874795, 10B3,Zanserio,Zanserio,Zanserio,https://tp-online.ku.de/trefferanzeige_en.php?id=1727,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2597.html,https://pleiades.stoa.org/places/874795,38.163888,41.784722,0.523577647,-0.011259864,2.10,Media Minor,Castorius (Roman),-
360,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Tygranocertam,10 Tygranocertam,,,,,2582,,,,,,,1711,TRUE,874774, 10B3,Triganocarten,Triganocarten,Tigranocerta/Cholimma/Chlomaron,https://tp-online.ku.de/trefferanzeige_en.php?id=1711,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2582.html,https://pleiades.stoa.org/places/874774,37.97703939,41.38204995,0.521494556,-0.01150595,2.10,Media Minor,Castorius (Roman),-
361,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Colchanam,10 Colchanam,,,,,3540,,,,,,,2755,TRUE,874430, 10B3,Colchana,Colchana,Colchana,https://tp-online.ku.de/trefferanzeige_en.php?id=2755,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace3540.html,https://pleiades.stoa.org/places/874430,37.986638,41.100017,0.523919715,-0.012462431,2.10,Media Minor,Castorius (Roman),-
362,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Navaram,10 Navaram,,,,,3541,,,,,,,2756,TRUE,874616, 10B3,Nararra,Nararra,Nabaris/Navarra,https://tp-online.ku.de/trefferanzeige_en.php?id=2756,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace3541.html,https://pleiades.stoa.org/places/874616,37.961396,40.442643,0.525773808,-0.013140371,2.10,Media Minor,Castorius (Roman),-
363,2,Asia,Media Minor,Media Minor,10a,10a,10,65,21,Tygrium,10 Tygrium,130,Ad Tygrem,Aꝺ тygrem. xııı.,R. Talbert: adtygrem 10B4 ,3542,II10 Tygrium,Tygrium,"<a href=""sources.html?pars=2&amp;typ=rc#c10""",2,c10,10,2757,TRUE,874298, 10B4,[Amida] (Miller),adtygrem,Ad Tygrem/Amida,https://tp-online.ku.de/trefferanzeige_en.php?id=1667,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace3542.html,https://pleiades.stoa.org/places/874298,37.9122455,40.2334445,0.526217185,-0.014073522,2.10,Media Minor,Castorius (Roman),-
364,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,66,22,Bantem,11 Bantem,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
365,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,66,22,Nicanicio,11 Nicanicio,,,,,2514,,,,,,,1639,TRUE,884896, 11B1,Naucanio,Navcanio,Naucanio,https://tp-online.ku.de/trefferanzeige_en.php?id=1639,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2514.html,https://pleiades.stoa.org/places/884896,0,0,0.555157142,-0.020862701,2.11,Persians & Assyrians,Castorius (Roman),-
366,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,66,22,Astenuta,11 Astenuta,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
367,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,66,22,Tumerta,11 Tumerta,122,Ad Tomenta,Aꝺ тomenтa. ıııı.,R. Talbert: Adtomenta 11B1 ,2513,II11 Tumerta,Tumerta,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1638,TRUE,884862, 11B1,Ad Tomenta,Adtomenta,Ad Tomenta,https://tp-online.ku.de/trefferanzeige_en.php?id=1638,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2513.html,https://pleiades.stoa.org/places/884862,0,0,0.554544699,-0.020023979,2.11,Persians & Assyrians,Castorius (Roman),-
368,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,66,22,Rapsum,11 Rapsum,1600,Rhasum,Rʜasvm. ıııı.,R. Talbert: Rhasvm 11B1 ,2512,II11 Rapsum,Rapsum,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1637,TRUE,884910, 11B1,Rhasum,Rhasvm,Rhasum,https://tp-online.ku.de/trefferanzeige_en.php?id=1637,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2512.html,https://pleiades.stoa.org/places/884910,0,0,0.553630715,-0.019218313,2.11,Persians & Assyrians,Castorius (Roman),-
369,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,66,22,Zeracana,11 Zeracana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
370,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Ctesiphontem,11 Ctesiphontem,,,,,2695,,,,,,,1833,TRUE,893976, 11C1,Cesiphun (Ctesiphon),Cesiphvn,Ctesiphon,https://tp-online.ku.de/trefferanzeige_en.php?id=1833,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2695.html,https://pleiades.stoa.org/places/893976,33.094703,44.58122267,0.551599331,-0.022294978,2.11,Persians & Assyrians,Castorius (Roman),-
371,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Balictanor,11 Balictanor,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
372,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Artemida,11 Artemida,326,Artemita,Arтemıтa. Lxxı.,R. Talbert: * 11C1 ,2694,II11 Artemida,Artemida,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1832,TRUE,894020, 11C1,Artemita,Artemita,Karastel/Artemita?,https://tp-online.ku.de/trefferanzeige_en.php?id=1832,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2694.html,https://pleiades.stoa.org/places/894020,33.88109,44.822085,0.549914071,-0.022042124,2.11,Persians & Assyrians,Castorius (Roman),-
373,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Charra,11 Charra,,,,,2693,,,,,,,1831,TRUE,897754, 10B5,Charra,Charra,Charra,https://tp-online.ku.de/trefferanzeige_en.php?id=1831,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2693.html,https://pleiades.stoa.org/places/897754,0,0,0.548991504,-0.021534676,2.11,Persians & Assyrians,Castorius (Roman),-
374,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Pelloriarcha,11 Pelloriarcha,1452,Peloriarca,Pelorıarca.,R. Talbert: * 10B5 ,2691,II11 Pelloriarcha,Pelloriarcha,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1829,TRUE,897825, 10B5,Peloriarca,Peloriarca,Peloriarca/Peloriacha/Peloriarcha/Peloriaca,https://tp-online.ku.de/trefferanzeige_en.php?id=1829,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2691.html,https://pleiades.stoa.org/places/897825,0,0,0.54603849,-0.021737059,2.11,Persians & Assyrians,Castorius (Roman),-
375,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Gubrata,11 Gubrata,927,Gibrata,Gıbraтa. xx,R. Talbert: * 10C5 ,2690,II11 Gubrata,Gubrata,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1828,TRUE,897771, 10C5,Gibrata,Gibrata,Gibrata/Gorbatha,https://tp-online.ku.de/trefferanzeige_en.php?id=1828,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2690.html,https://pleiades.stoa.org/places/897771,0,0,0.544411245,-0.022380356,2.11,Persians & Assyrians,Castorius (Roman),-
376,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Zelfir,11 Zelfir,1886,Thelser,Thelſer.,R. Talbert: * 10B5 ,2682,II11 Zelfir,Zelfir,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1819,TRUE,897859, 10B5,Thelser,Thelser,Thelser/Zelfir,https://tp-online.ku.de/trefferanzeige_en.php?id=1819,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2682.html,https://pleiades.stoa.org/places/897859,0,0,0.541383907,-0.021761005,2.11,Persians & Assyrians,Castorius (Roman),-
377,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Rum,11 Rum,,,,,2683,,,,,,,1820,TRUE,894078, 10B5,Flumen Rhamma,Fl. Rhamma,Radani (river),https://tp-online.ku.de/trefferanzeige_en.php?id=1820,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2683.html,https://pleiades.stoa.org/places/894078,34.39625587,44.43065844,0.543396104,-0.020785799,2.11,Persians & Assyrians,Castorius (Roman),-
378,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Danas,11 Danas,738,Danas,Danas. xxvıı.,R. Talbert: * 10B5 ,2685,II11 Danas,Danas,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1822,TRUE,897759, 10B5,Danas,Danas,Danas/Rundanas/Rudanas,https://tp-online.ku.de/trefferanzeige_en.php?id=1822,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2685.html,https://pleiades.stoa.org/places/897759,0,0,0.545524559,-0.020350268,2.11,Persians & Assyrians,Castorius (Roman),-
379,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Thionas,11 Thionas,,,,,2443,,,,,,,1823,TRUE,674229, 9C5,Centu putea,Centv̄ pvtea,Centum Putea,https://tp-online.ku.de/trefferanzeige_en.php?id=1563,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2443.html,https://pleiades.stoa.org/places/674229,0,0,0.547458415,-0.020231082,2.11,Persians & Assyrians,Castorius (Roman),-
380,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Albanis,11 Albanis,167,Albania,AlBanıa.|,R. Talbert: * 10B5 ,2687,II11 Albanis,Albanis,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1824,TRUE,903043, 10B5,Albania,Albania,[Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,https://tp-online.ku.de/trefferanzeige_en.php?id=1824,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2687.html,https://pleiades.stoa.org/places/903043,34.465114,45.85589,0.547983541,-0.019037853,2.11,Persians & Assyrians,Castorius (Roman),-
381,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Tebe,11 Tebe,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
382,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Ara,11 Ara,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
383,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Alepicre,11 Alepicre,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
384,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Sambure,11 Sambure,1669,Sarbane,Sarbane. xx vııı.,R. Talbert: * 10B5 ,2674,II11 Sambure,Sambure,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1810,TRUE,874680, 10B5,Sarbane,Sarbane,Sarbane/Sisara,https://tp-online.ku.de/trefferanzeige_en.php?id=1810,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2674.html,https://pleiades.stoa.org/places/874680,37.131647,41.628012,0.541923666,-0.015809427,2.11,Persians & Assyrians,Castorius (Roman),-
385,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Vica,11 Vica,2023,Vica,vıca. xx,R. Talbert: * 10B5 ,2677,II11 Vica,Vica,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1813,TRUE,/, 10B5,Vica,Vica,,https://tp-online.ku.de/trefferanzeige_en.php?id=1813,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2677.html,,0,0,0.542618176,-0.017687656,2.11,Persians & Assyrians,Castorius (Roman),-
386,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Bellum,11 Bellum,412,Belnar,Belnar. xxx.,R. Talbert: * 10B5 ,2678,II11 Bellum,Bellum,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1814,TRUE,872983336, 10B5,Belnar,Belnar,Belnar,https://tp-online.ku.de/trefferanzeige_en.php?id=1814,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2678.html,https://pleiades.stoa.org/places/872983336,0,0,0.54276996,-0.018503369,2.11,Persians & Assyrians,Castorius (Roman),-
387,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,67,22,Congo,11 Congo,662,Concon,concon. xx.,R. Talbert: * 10B5 ,2680,II11 Congo,Congo,"<a href=""sources.html?pars=2&amp;typ=rc#c11""",2,c11,11,1817,TRUE,/, 10B5,Concon,Concon,,https://tp-online.ku.de/trefferanzeige_en.php?id=1817,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2680.html,,0,0,0.54262919,-0.019911505,2.11,Persians & Assyrians,Castorius (Roman),-
388,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,68,22,Praetoris,11 Praetoris,,,,,2681,,,,,,,1818,TRUE,897746, 10B5,Biturs,Bitvrs,Biturs/Praetoris,https://tp-online.ku.de/trefferanzeige_en.php?id=1818,https://www.cambridge.org/us/talbert/talbertdatabase/TPPlace2681.html,https://pleiades.stoa.org/places/897746,0,0,0.542009572,-0.020680666,2.11,Persians & Assyrians,Castorius (Roman),-
389,2,Asia,Persians & Assyrians,Persians & Assyrians,11a,11a,11,68,22,Peratitam,11 Peratitam,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.11,Persians & Assyrians,Castorius (Roman),-
390,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,70,23,Arsita,12 Arsita,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
391,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,70,23,Sedona,12 Sedona,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
392,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,70,23,Irona,12 Irona,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
393,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,70,23,Arepa,12 Arepa,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
394,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Palita,12 Palita,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
395,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Aspera,12 Aspera,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
396,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Caspera,12 Caspera,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
397,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Oroppa,12 Oroppa,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
398,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Tachora,12 Tachora,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
399,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Ostorodon,12 Ostorodon,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
400,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Palma,12 Palma,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
401,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Dosamara,12 Dosamara,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
402,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Candencum,12 Candencum,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
403,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Saccidum,12 Saccidum,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
404,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,"Saccibem, desertum,","12 Saccibem, desertum,",,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
405,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,"Mogradam, desertum,","12 Mogradam, desertum,",,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
406,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Apradis,12 Apradis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
407,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Diarpa,12 Diarpa,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
408,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Raramdula,12 Raramdula,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
409,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Corrumpandice,12 Corrumpandice,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
410,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Ronnacaris,12 Ronnacaris,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
411,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Bacchiera,12 Bacchiera,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
412,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Nerisacandis,12 Nerisacandis,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
413,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Samba,12 Samba,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
414,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Siltam,12 Siltam,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
415,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Gramam,12 Gramam,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
416,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,71,23,Taurium,12 Taurium,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
417,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Tadarum,12 Tadarum,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
418,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Castillum,12 Castillum,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
419,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Modura,12 Modura,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
420,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Sotida,12 Sotida,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
421,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Sila,12 Sila,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
422,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Soli,12 Soli,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
423,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Caverim,12 Caverim,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
424,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Paranim,12 Paranim,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
425,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Siriana,12 Siriana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
426,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Presidi,12 Presidi,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
427,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Zarioda,12 Zarioda,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
428,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Serra minor,12 Serra minor,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
429,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Sinacana,12 Sinacana,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
430,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Inispa,12 Inispa,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
431,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Thimata,12 Thimata,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
432,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Siramin,12 Siramin,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
433,2,Asia,Various countries near Media,Various countries near Media,12a,12a,12,72,23,Zirra,12 Zirra,,,,,,,,,,,,0,FALSE,,,,,,,,,,,,,2.12,various near Media,Castorius (Roman),"Arsatius and Adfroditianus, Persians who wrote in Greek about the East,"
